  0.0000000E+00   59.53464       18.09342    
   5.000000       53.58002       18.10445    
   10.00000       61.53045       21.97409    
   15.00000       69.62982       30.46819    
   20.00000       77.10381       35.62966    
   25.00000       75.27090       41.43805    
   30.00000       87.10811       42.85460    
   35.00000       111.6336       39.47195    
   40.00000       106.2640       35.81128    
   45.00000       81.42575       26.04096    
   50.00000       65.37392       12.69331    
   55.00000       75.21259       21.69449    
   60.00000       89.34451       26.58520    
   65.00000       94.12006       25.43382    
   70.00000       90.63596       20.29929    
   75.00000       92.20621       12.99883    
   80.00000       93.38605       12.47148    
   85.00000       91.97446       13.90371    
   90.00000       85.72427       12.42620    
   95.00000       80.72126       9.106593    
   100.0000       76.96915       7.949950    
   105.0000       67.97579       7.772736    
   110.0000       59.57256       6.621977    
   115.0000       61.07293       5.969123    
   120.0000       67.10981       7.337599    
   125.0000       71.63786       9.071706    
   130.0000       80.71471       11.55343    
   135.0000       95.37555       11.85734    
   140.0000       101.8857       9.934649    
   145.0000       99.41781       7.355111    
   150.0000       94.59978       7.263808    
   155.0000       92.06491       9.126228    
   160.0000       89.31419       9.210145    
   165.0000       83.20747       8.449143    
   170.0000       76.01715       8.802238    
   175.0000       73.42297       10.05239    
   180.0000       70.77044       9.849271    
   185.0000       67.48744       10.41558    
   190.0000       64.94991       9.914821    
   195.0000       64.10841       10.07191    
   200.0000       60.21487       7.916994    
   205.0000       53.52990       4.410717    
   210.0000       51.32247       3.945579    
   215.0000       52.16158       6.025999    
   220.0000       49.46627       8.952064    
   225.0000       38.47623       10.00241    
   230.0000       23.50458       9.375950    
   235.0000       8.480022       7.077981    
   240.0000      -1.690655       9.165835    
   245.0000      -7.254021       10.40641    
   250.0000      -8.195967       9.056262    
   255.0000      -8.662042       6.434271    
   260.0000      -8.589344       5.718382    
   265.0000      -6.619956       6.031064    
   270.0000      -3.785114       6.422383    
   275.0000      -3.253810       5.896633    
   280.0000      -4.998374       6.572201    
   285.0000      -7.236606       6.117875    
   290.0000      -8.702054       4.710563    
   295.0000      -10.70209       3.990300    
   300.0000      -14.00057       3.397866    
   305.0000      -18.44301       3.328174    
   310.0000      -22.47138       4.189147    
   315.0000      -26.90778       3.850753    
   320.0000      -33.33560       2.776828    
   325.0000      -39.42642       3.158124    
   330.0000      -46.28584       4.385534    
   335.0000      -51.81573       4.734844    
   340.0000      -55.20525       6.363194    
   345.0000      -53.08588       9.438129    
   350.0000      -49.99230       11.69422    
   355.0000      -48.29037       9.072202    
   360.0000      -48.16182       3.122291    
   365.0000      -51.00001       2.757576    
   370.0000      -57.25722       2.831728    
   375.0000      -64.73402       2.440799    
   380.0000      -66.04410       6.411489    
   385.0000      -62.20686       10.30175    
   390.0000      -57.41910       11.40143    
   395.0000      -52.35267       15.33479    
   400.0000      -34.23718       29.52607    
   405.0000      -7.007896       40.09597    
   410.0000       13.95925       36.47747    
   415.0000       6.121594       34.01480    
   420.0000      -16.29539       33.57827    
   425.0000      -41.80100       31.12393    
   430.0000      -61.20106       23.32381    
   435.0000      -73.59009       11.90865    
   440.0000      -78.45422       7.697646    
   445.0000      -64.34308       21.12551    
   450.0000      -32.68480       32.03401    
   455.0000     -0.7433472       25.47663    
   460.0000       12.40801       26.52197    
   465.0000       16.61809       31.59248    
   470.0000       40.63546       33.53637    
   475.0000       51.05836       29.66889    
   480.0000       64.07283       18.90870    
   485.0000       70.44148       13.41193    
   490.0000       64.71685       14.16409    
   495.0000       61.82806       23.98718    
   500.0000       70.96244       39.31284    
   505.0000       79.86662       57.19387    
   510.0000       97.84677       62.58028    
   515.0000       93.62039       44.84926    
   520.0000       82.22608       30.86524    
   525.0000       80.08538       36.66001    
   530.0000       67.43125       48.96751    
   535.0000       61.22675       53.11752    
   540.0000       49.73982       50.14742    
   545.0000       53.94064       47.42293    
   550.0000       58.35140       42.79053    
   555.0000       59.45217       39.50328    
   560.0000       57.44915       24.23277    
   565.0000       44.10176       17.00255    
   570.0000       46.47408       15.48222    
   575.0000       45.08273       21.55422    
   580.0000       38.11098       16.81959    
   585.0000       34.47480       11.41665    
   590.0000       52.62348       26.48990    
   595.0000       83.31878       19.51410    
   600.0000       99.54147       18.11110    
   605.0000       81.36848       21.87390    
   610.0000       50.67221       17.30738    
   615.0000       39.42235       9.297230    
   620.0000       40.64956       13.77127    
   625.0000       39.27574       17.00286    
   630.0000       36.34794       16.59424    
   635.0000       34.38855       18.53383    
   640.0000       40.06268       23.84652    
   645.0000       46.49839       24.51912    
   650.0000       45.23753       26.72489    
   655.0000       34.34121       21.93255    
   660.0000       26.50832       17.25591    
   665.0000       13.30815       14.96360    
   670.0000       5.091288       9.202473    
   675.0000       6.108116       5.891757    
