  0.0000000E+00   3.438526      0.1609296    
   5.000000       3.221888      0.2071329    
   10.00000       2.935504      0.2290409    
   15.00000       2.740450      0.2009438    
   20.00000       2.651039      0.1677208    
   25.00000       2.603762      0.1507010    
   30.00000       2.561735      0.1509518    
   35.00000       2.516218      0.1529299    
   40.00000       2.479320      0.2109168    
   45.00000       2.500578      0.2354576    
   50.00000       2.550215      0.2936411    
   55.00000       2.503055      0.2322623    
   60.00000       2.493568      0.2384613    
   65.00000       2.462656      0.2268640    
   70.00000       2.446670      0.2117908    
   75.00000       2.411655      0.1802175    
   80.00000       2.363114      0.1871157    
   85.00000       2.325994      0.1898095    
   90.00000       2.324648      0.1686242    
   95.00000       2.342155      0.1424078    
   100.0000       2.369182      0.1466600    
   105.0000       2.406055      0.1457041    
   110.0000       2.441521      0.1436863    
   115.0000       2.450829      0.1267001    
   120.0000       2.468688      0.1331094    
   125.0000       2.514755      0.1370253    
   130.0000       2.565432      0.1337657    
   135.0000       2.600310      0.1150032    
   140.0000       2.615879      0.1341841    
   145.0000       2.655367      0.1564028    
   150.0000       2.743024      0.1848032    
   155.0000       2.759403      0.1807318    
   160.0000       2.776998      0.2006386    
   165.0000       2.808629      0.1960253    
   170.0000       2.791533      0.1658503    
   175.0000       2.768299      0.1273254    
   180.0000       2.744068      0.1127471    
   185.0000       2.768083      0.1003137    
   190.0000       2.799475      7.7984758E-02
   195.0000       2.831918      7.2450146E-02
   200.0000       2.862106      8.6809285E-02
   205.0000       2.923799      9.8042853E-02
   210.0000       2.992068      9.1722876E-02
   215.0000       3.028893      7.4424058E-02
   220.0000       3.061424      5.8421623E-02
   225.0000       3.129021      4.9626287E-02
   230.0000       3.178775      4.8769496E-02
   235.0000       3.191939      3.8073417E-02
   240.0000       3.191527      2.4079742E-02
   245.0000       3.186248      3.5903148E-02
   250.0000       3.187861      4.9918201E-02
   255.0000       3.213460      6.4237893E-02
   260.0000       3.246156      6.5688051E-02
   265.0000       3.344879      6.9905601E-02
   270.0000       3.454402      8.2402430E-02
   275.0000       3.572989      0.1231107    
   280.0000       3.635284      0.1279152    
   285.0000       3.738923      0.1809603    
   290.0000       3.846520      0.2149730    
   295.0000       3.994428      0.2136240    
   300.0000       4.055901      0.2376227    
   305.0000       4.192340      0.2419590    
   310.0000       4.391481      0.2255838    
   315.0000       4.573188      0.2151878    
   320.0000       4.648110      0.2744980    
   325.0000       4.743039      0.2798805    
   330.0000       4.880296      0.2821659    
   335.0000       5.029136      0.2271739    
   340.0000       5.043561      0.2580400    
   345.0000       5.057302      0.2500166    
   350.0000       5.135996      0.2707098    
   355.0000       5.298624      0.2413148    
   360.0000       5.310815      0.2547034    
   365.0000       5.383810      0.2314821    
   370.0000       5.473897      0.2566674    
   375.0000       5.637339      0.2522876    
   380.0000       5.654590      0.2468012    
   385.0000       5.659341      0.2018904    
   390.0000       5.699912      0.1746700    
   395.0000       5.783506      0.1579896    
   400.0000       5.897305      0.1363768    
   405.0000       6.052890      0.1651606    
   410.0000       6.168478      0.1698837    
   415.0000       6.315433      0.1631654    
   420.0000       6.447204      0.1388414    
   425.0000       6.533173      0.1701730    
   430.0000       6.630548      0.1902760    
   435.0000       6.733813      0.2044727    
   440.0000       6.897995      0.1989189    
