     0.000    -6.006    11.656     69538969.800     0.000     0.000  2950.000      00  131888
     0.000    -6.945    34.864     96713160.300     0.000     0.000  2950.000      00  131888
     0.000    -7.414    46.406    110285785.800     0.000     0.000  2950.000      00  131888
     0.000    -7.884    57.942    123887350.800     0.000     0.000  2950.000      00  131888
     0.000    -8.354    69.449    137488915.800     0.000     0.000  2950.000      00  131888
     0.000    -8.823    80.901    151061541.300     0.000     0.000  2950.000      00  131888
     0.000    -9.293    92.348    164663106.300     0.000     0.000  2950.000      00  131888
     0.000    -9.762   103.740    178235731.800     0.000     0.000  2950.000      00  131888
     0.000   -10.702   126.494    205438861.800     0.000     0.000  2950.000      00  131888
     0.000   -11.171   137.798    219011487.300     0.000     0.000  2950.000      00  131888
     0.000   -11.512   145.997    228879856.800     0.000     0.000  2950.000      00  131888
     0.000   -12.110   151.872    248421522.614     8.153     4.726  3331.276      90    2131
     0.000   -13.050   161.194    279148439.280     8.161     4.729  3332.574      90    2433
     0.000   -13.989   170.604    309853960.880     8.166     4.731  3333.800      90    2734
     0.000   -14.928   180.096    340570352.502     8.167     4.730  3335.010      90    3036
     0.000   -15.867   189.721    371296906.301     8.170     4.730  3336.089      90    3338
     0.000   -16.806   199.464    402031398.956     8.171     4.730  3336.814      90    3640
     0.000   -17.746   209.344    432798563.705     8.166     4.726  3336.159      90    3642
     0.000   -18.685   219.331    463531560.405     8.169     4.724  3336.035      90    3944
     0.000   -19.624   229.437    494263031.553     8.168     4.722  3335.906      90    4246
     0.000   -21.502   249.949    555720857.095     8.165     4.717  3335.572      90    4850
     0.000   -23.381   270.879    617197834.480     8.159     4.711  3334.600      90    5154
     0.000   -25.259   292.190    678632474.008     8.160     4.707  3334.131      90    5758
     0.000   -27.138   313.886    740088925.208     8.158     4.702  3333.594      90    6362
     0.000   -29.016   335.875    801500647.566     8.155     4.696  3332.998      90    6966
     0.000   -30.894   358.181    862893897.642     8.146     4.687  3331.768      90    7271
     0.000   -32.773   380.839    924305782.067     8.149     4.685  3331.059      90    7875
     0.000   -34.651   403.983    985669323.043     8.144     4.678  3330.254      90    8479
     0.000   -36.530   427.842   1047041977.782     8.134     4.670  3328.690      90    8784
     0.000   -38.408   451.569   1108363130.875     8.132     4.665  3327.764      90    9389
     0.000   -40.286   475.473   1169664769.177     8.129     4.659  3326.781      90    9993
     0.000   -43.104   512.770   1261713207.977     8.123     4.651  3332.539      90   10600
     0.000   -45.922   550.001   1353976468.236     8.171     4.664  3342.444      90   11508
     0.000   -48.739   586.907   1446313209.308     8.161     4.654  3339.987      90   12115
     0.000   -51.557   623.370   1538625396.073     8.156     4.644  3337.935      90   13022
     0.000   -54.374   659.261   1630844102.595     8.145     4.633  3335.855      90   13629
     0.000   -57.192   694.510   1723054361.820     8.143     4.624  3334.582      90   14536
     0.000   -60.010   729.102   1815212558.543     8.134     4.614  3332.483      90   15142
     0.000   -62.827   762.997   1907296916.095     8.129     4.605  3331.226      90   16049
     0.000   -65.645   796.246   1999366382.917     8.120     4.596  3329.367      90   16655
     0.000   -68.462   828.850   2091367816.329     8.119     4.588  3328.321      90   17561
     0.000   -71.280   860.855   2183368890.614     8.109     4.576  3327.285      90   18468
     0.000   -75.976   913.083   2336591172.174     8.098     4.562  3324.714      90   19678
     0.000   -80.672   964.174   2489718969.403     8.087     4.546  3322.915      90   20888
     0.000   -85.368  1014.492   2642764598.602     8.081     4.533  3321.266      90   22097
     0.000   -90.064  1064.312   2795738676.140     8.067     4.514  3319.488      90   23307
     0.000   -94.760  1114.081   2948643151.166     8.061     4.501  3318.100      90   24816
     0.000   -99.456  1164.108   3101462274.450     8.039     4.476  3316.365      90   26026
     0.000  -104.152  1214.674   3254208756.372     8.025     4.457  3314.732      90   27236
     0.000  -108.848  1266.081   3406878072.438     8.009     4.434  3312.986      90   28446
     0.000  -113.665  1320.000   3563400239.459     7.993     4.411  3311.114      90   29956
     0.000  -118.240  1329.150   3712690833.292     8.029     4.423  3328.353      99   30126
     0.000  -122.936  1338.542   3866109428.019     8.034     4.419  3332.183      99   31329
     0.000  -127.632  1347.934   4019705714.025     8.045     4.423  3335.947      99   32532
     0.000  -132.328  1357.326   4173477295.637     8.058     4.425  3339.672      99   33735
     0.000  -137.024  1366.718   4327432723.055     8.077     4.432  3343.804      99   35237
     0.000  -141.720  1376.110   4481556369.465     8.081     4.429  3347.302      99   36440
     0.000  -146.416  1385.502   4635851553.653     8.092     4.432  3351.107      99   37643
     0.000  -151.112  1394.894   4790327209.050     8.107     4.436  3355.092      99   39146
     0.000  -155.808  1401.044   4944980662.100     8.119     4.441  3359.071      99   40347
     0.000  -160.504  1403.332   5099829483.049     8.131     4.445  3363.451      99   41548
     0.000  -165.200  1405.619   5254882411.277     8.147     4.451  3367.807      99   42749
     0.000  -169.896  1407.907   5410147901.739     8.168     4.461  3372.552      99   44249
     0.000  -174.592  1410.194   5565615235.875     8.178     4.463  3376.852      99   45450
     0.000  -179.288  1412.482   5721283337.128     8.192     4.469  3381.139      99   46651
     0.000  -183.984  1414.770   5877160805.412     8.213     4.479  3385.810      99   48151
     0.000  -188.680  1417.057   6033238091.143     8.220     4.482  3390.080      99   49352
     0.000  -193.376  1419.345   6189514752.042     8.236     4.488  3394.336      99   50553
     0.000  -198.072  1421.632   6345998858.279     8.255     4.497  3398.952      99   52053
     0.000  -202.768  1423.920   6502680912.501     8.264     4.499  3403.183      99   53254
     0.000  -207.464  1426.208   6659559950.138     8.277     4.504  3407.371      99   54455
     0.000  -212.160  1428.495   6816646559.998     8.297     4.514  3412.037      99   55955
     0.000  -216.856  1430.783   6973932375.450     8.304     4.516  3416.279      99   57156
     0.000  -221.552  1433.071   7131425173.122     8.321     4.522  3420.888      99   58657
     0.000  -230.944  1437.646   7447003670.338     8.344     4.532  3429.378      99   61058
     0.000  -240.336  1442.221   7763400433.891     8.373     4.544  3438.374      99   63759
     0.000  -249.728  1446.796   8080623568.342     8.395     4.553  3447.389      99   66461
     0.000  -259.120  1451.372   8398683698.798     8.422     4.565  3456.613      99   69162
     0.000  -268.512  1455.947   8717598449.431     8.446     4.575  3465.995      99   71863
     0.000  -277.904  1460.522   9037385850.497     8.468     4.582  3475.604      99   74565
     0.000  -287.296  1465.097   9358072309.199     8.493     4.594  3485.558      99   77266
     0.000  -291.992  1467.385   9518758678.897     8.501     4.597  3490.521      99   78467
     0.000  -296.688  1469.672   9679680733.153     8.514     4.604  3495.635      99   79667
     0.000  -301.384  1471.960   9840851225.792     8.525     4.608  3501.180      99   81168
     0.000  -306.080  1474.248  10002277330.463     8.533     4.612  3506.869      99   82369
     0.000  -315.472  1478.823  10326092951.245     8.530     4.632  3522.228      99   85070
     0.000  -324.864  1483.398  10651085734.285     8.556     4.639  3532.120      99   87771
     0.000  -334.256  1487.973  10977015875.884     8.585     4.647  3542.660      99   90773
     0.000  -343.648  1492.549  11303904596.748     8.610     4.656  3553.155      99   93474
     0.000  -353.040  1497.124  11631758621.721     8.636     4.664  3563.587      99   96175
     0.000  -362.432  1501.699  11960457917.328     8.659     4.673  3571.465      99   98877
     0.000  -371.824  1506.274  12289888198.642     8.685     4.685  3579.413      99  101578
     0.000  -381.216  1510.850  12620058377.431     8.708     4.695  3587.461      99  104279
